Number_of_Bulges,Number_of_Loops,Number_of_Junctions,Number_of_Helices,Number_of_Bonds,Abstract shape Lev5,Shape counts,Total Shapes,Shannons Entropy H,2^H
3,3,1,7,31,['[[][]]' '[][][]' '[][]']," '[[][]]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
3,3,1,8,24,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,3,1,8,25,['[][][]' '[][]' '[][][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
2,2,1,5,21,['[[][][]]' '[]' '[[][]]']," '[[][][]]': 1, '[]': 1, '[[][]]': 1 ",3,1.584962501,3
3,1,0,8,36,['[[][][]]' '[][][]' '[]']," '[[][][]]': 1, '[][][]': 1, '[]': 1 ",3,1.584962501,3
4,2,1,9,27,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
4,3,1,9,31,['[][]' '[][][]' '[][][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
0,4,1,6,32,['[[][]]' '[]' '[][]']," '[[][]]': 1, '[]': 1, '[][]': 1 ",3,1.584962501,3
0,4,1,5,21,['[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
2,2,0,5,17,['[]' '[][]' '[]']," '[]': 2, '[][]': 1 ",3,0.918295834,1.889881575
2,2,0,6,34,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
0,5,1,6,26,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
3,3,1,9,35,['[[][]]' '[][[][]][]' '[]']," '[[][]]': 1, '[][[][]][]': 1, '[]': 1 ",3,1.584962501,3
2,2,0,5,26,['[]' '[]' '[][]']," '[]': 2, '[][]': 1 ",3,0.918295834,1.889881575
3,2,1,7,32,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
2,2,0,5,22,['[[][][]]' '[][][]' '[[][]]']," '[[][][]]': 1, '[][][]': 1, '[[][]]': 1 ",3,1.584962501,3
4,3,0,10,30,['[][[][]]' '[]' '[][][]']," '[][[][]]': 1, '[]': 1, '[][][]': 1 ",3,1.584962501,3
2,2,0,5,21,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
2,2,0,5,19,['[]' '[][]' '[[][][][]]']," '[]': 1, '[][]': 1, '[[][][][]]': 1 ",3,1.584962501,3
4,3,0,10,33,['[[][][]]' '[[][]][][]' '[][]']," '[[][][]]': 1, '[[][]][][]': 1, '[][]': 1 ",3,1.584962501,3
2,2,0,8,22,['[[][][]][]' '[[][]]' '[]']," '[[][][]][]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
0,4,2,7,30,['[][]' '[[][]]' '[[][][]]']," '[][]': 1, '[[][]]': 1, '[[][][]]': 1 ",3,1.584962501,3
4,3,0,11,31,['[[][]][]' '[][]' '[][]']," '[][]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
0,4,1,5,23,['[][][]' '[][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
3,1,0,10,34,['[]' '[][[][]][]' '[][]']," '[]': 1, '[][[][]][]': 1, '[][]': 1 ",3,1.584962501,3
4,2,1,10,33,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
2,2,0,4,16,['[][]' '[]' '[][][]']," '[][]': 1, '[]': 1, '[][][]': 1 ",3,1.584962501,3
0,4,1,8,25,['[[][][]]' '[[][]]' '[]']," '[[][][]]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
3,3,1,9,27,['[[][][]]' '[][]' '[][]']," '[][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
2,2,0,9,23,['[][][]' '[][][]' '[][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
3,3,1,10,31,['[][]' '[][][]' '[][[][]]']," '[][]': 1, '[][][]': 1, '[][[][]]': 1 ",3,1.584962501,3
1,1,0,6,18,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
0,4,1,7,33,['[[][]][]' '[[][][][]]' '[][][]']," '[[][]][]': 1, '[[][][][]]': 1, '[][][]': 1 ",3,1.584962501,3
1,1,0,6,33,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
1,1,0,7,21,['[[][][]]' '[[][][]]' '[][][]']," '[[][][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
2,2,0,10,26,['[][]' '[[][][]]' '[[][][][]][]']," '[][]': 1, '[[][][]]': 1, '[[][][][]][]': 1 ",3,1.584962501,3
0,4,0,4,16,['[][]' '[][]' '[[][][]]']," '[][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
1,3,2,6,26,['[[][][]]' '[[][]]' '[[][]]']," '[[][]]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
0,3,2,8,27,['[][]' '[[][]][]' '[][]']," '[][]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
0,2,0,4,29,['[][][]' '[][]' '[]']," '[][][]': 1, '[][]': 1, '[]': 1 ",3,1.584962501,3
2,3,1,10,29,['[[][]]' '[]' '[][[][]]']," '[[][]]': 1, '[]': 1, '[][[][]]': 1 ",3,1.584962501,3
2,3,1,9,37,['[][]' '[][]' '[]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
3,3,0,9,25,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
0,2,0,3,13,['[]' '[][][]' '[][]']," '[]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
0,2,0,3,15,['[[][][]]' '[]' '[][]']," '[[][][]]': 1, '[]': 1, '[][]': 1 ",3,1.584962501,3
0,2,0,3,16,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
0,2,0,4,13,['[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,3,0,9,26,['[][]' '[][][]' '[]']," '[][]': 1, '[][][]': 1, '[]': 1 ",3,1.584962501,3
0,2,0,5,15,['[][]' '[[][][]]' '[[][]]']," '[][]': 1, '[[][][]]': 1, '[[][]]': 1 ",3,1.584962501,3
3,3,0,6,26,['[[][]]' '[[][]][]' '[][[][]]']," '[[][]]': 1, '[[][]][]': 1, '[][[][]]': 1 ",3,1.584962501,3
0,2,0,6,33,['[][]' '[][]' '[][][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
0,2,0,9,34,['[][][]' '[][][]' '[][][]'], '[][][]': 3 ,3,0,1
0,2,0,10,28,['[][]' '[][[][]]' '[][]']," '[][]': 2, '[][[][]]': 1 ",3,0.918295834,1.889881575
0,2,1,3,14,['[[][]]' '[][][]' '[][]']," '[[][]]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
0,2,1,3,17,['[][]' '[[][]]' '[]']," '[][]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
3,2,0,9,24,['[[][]]' '[][][]' '[]']," '[[][]]': 1, '[][][]': 1, '[]': 1 ",3,1.584962501,3
0,2,1,4,26,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
5,2,1,9,31,['[][[][]]' '[][]' '[[][][]]']," '[][[][]]': 1, '[][]': 1, '[[][][]]': 1 ",3,1.584962501,3
2,3,1,10,34,['[[][]][]' '[[][]]' '[[][]]']," '[[][]]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
2,3,2,7,26,['[[][]]' '[[][][]]' '[][[][]]']," '[[][]]': 1, '[[][][]]': 1, '[][[][]]': 1 ",3,1.584962501,3
2,2,1,8,23,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
0,1,0,5,30,['[[][]]' '[][]' '[][][]']," '[[][]]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
3,3,0,7,26,['[[][]][][]' '[]' '[[][]][]']," '[[][]][][]': 1, '[]': 1, '[[][]][]': 1 ",3,1.584962501,3
0,1,0,3,15,['[][][]' '[][][]' '[]']," '[][][]': 2, '[]': 1 ",3,0.918295834,1.889881575
0,1,0,3,18,['[[[][]][]]' '[]' '[[][]]']," '[[[][]][]]': 1, '[]': 1, '[[][]]': 1 ",3,1.584962501,3
2,4,0,9,25,['[[][][]]' '[][][]' '[][]']," '[[][][]]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
0,1,0,4,17,['[[][][]]' '[[][]]' '[]']," '[[][][]]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
2,4,0,8,31,['[][]' '[][]' '[]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
0,1,0,4,27,['[][]' '[]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
0,1,0,5,15,['[][]' '[][]' '[][][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
2,4,0,8,26,['[][][]' '[][]' '[[][]]']," '[][][]': 1, '[][]': 1, '[[][]]': 1 ",3,1.584962501,3
2,3,2,8,29,['[][]' '[][][]' '[][][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
2,4,0,8,25,['[][]' '[][[][][]][]' '[[][][][]]']," '[][]': 1, '[][[][][]][]': 1, '[[][][][]]': 1 ",3,1.584962501,3
2,4,0,8,24,['[][][]' '[][][]' '[[][][]]']," '[][][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
2,4,0,7,33,['[][]' '[[][]][]' '[[][]]']," '[][]': 1, '[[][]][]': 1, '[[][]]': 1 ",3,1.584962501,3
2,4,0,7,32,['[][][]' '[][][]' '[][][]'], '[][][]': 3 ,3,0,1
2,4,0,7,31,['[]' '[][[][]]' '[][][]']," '[]': 1, '[][[][]]': 1, '[][][]': 1 ",3,1.584962501,3
0,1,0,6,17,['[]' '[[][][]]' '[[][]]']," '[]': 1, '[[][][]]': 1, '[[][]]': 1 ",3,1.584962501,3
3,3,0,8,23,['[][]' '[[][]][]' '[][][][]']," '[][]': 1, '[[][]][]': 1, '[][][][]': 1 ",3,1.584962501,3
2,3,2,8,32,['[]' '[][]' '[[][]]']," '[]': 1, '[][]': 1, '[[][]]': 1 ",3,1.584962501,3
0,2,1,6,35,['[][][]' '[[][]]' '[[][]]']," '[[][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
0,2,1,8,23,['[[][]]' '[[][][]][]' '[[][]]']," '[[][]]': 2, '[[][][]][]': 1 ",3,0.918295834,1.889881575
0,2,1,8,32,['[][]' '[]' '[[][]]']," '[][]': 1, '[]': 1, '[[][]]': 1 ",3,1.584962501,3
5,1,0,10,31,['[[][]]' '[[][][][]]' '[][]']," '[[][]]': 1, '[[][][][]]': 1, '[][]': 1 ",3,1.584962501,3
2,3,0,5,18,['[[][]]' '[][[][]]' '[[][]]']," '[[][]]': 2, '[][[][]]': 1 ",3,0.918295834,1.889881575
0,3,1,8,24,['[[][]]' '[]' '[[][]][]']," '[[][]]': 1, '[]': 1, '[[][]][]': 1 ",3,1.584962501,3
2,1,0,8,21,['[][]' '[]' '[][][]']," '[][]': 1, '[]': 1, '[][][]': 1 ",3,1.584962501,3
0,3,1,9,26,['[]' '[[][]]' '[][]']," '[]': 1, '[[][]]': 1, '[][]': 1 ",3,1.584962501,3
0,3,1,9,31,['[]' '[][]' '[][][]']," '[]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
2,4,1,7,31,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,2,0,7,22,['[]' '[][[][]]' '[[][]]']," '[]': 1, '[][[][]]': 1, '[[][]]': 1 ",3,1.584962501,3
2,2,1,9,36,['[][[][][]]' '[][]' '[][][]']," '[][[][][]]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
3,2,0,7,20,['[]' '[[][][]]' '[][][]']," '[]': 1, '[[][][]]': 1, '[][][]': 1 ",3,1.584962501,3
0,2,1,9,28,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,2,1,6,25,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
0,3,1,10,33,['[[][][]]' '[[][]]' '[[][]]']," '[[][]]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
3,2,0,6,29,['[[][][]]' '[][]' '[][]']," '[][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
2,2,1,9,25,['[[][[][]]][]' '[][]' '[]']," '[[][[][]]][]': 1, '[][]': 1, '[]': 1 ",3,1.584962501,3
3,2,0,6,28,['[][]' '[][][][]' '[][]']," '[][]': 2, '[][][][]': 1 ",3,0.918295834,1.889881575
2,2,1,8,35,['[][[][]]' '[]' '[][[][]]']," '[][[][]]': 2, '[]': 1 ",3,0.918295834,1.889881575
0,3,2,6,25,['[][]' '[][][]' '[][][][]']," '[][]': 1, '[][][]': 1, '[][][][]': 1 ",3,1.584962501,3
3,2,0,6,24,['[][][]' '[[][]]' '[][]']," '[][][]': 1, '[[][]]': 1, '[][]': 1 ",3,1.584962501,3
2,3,0,5,21,['[][]' '[]' '[[][][][]]']," '[][]': 1, '[]': 1, '[[][][][]]': 1 ",3,1.584962501,3
5,1,0,11,30,['[]' '[][][]' '[[][][]]']," '[]': 1, '[][][]': 1, '[[][][]]': 1 ",3,1.584962501,3
2,3,0,5,26,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
5,1,0,11,33,['[][]' '[[][][]]' '[][][]']," '[][]': 1, '[[][][]]': 1, '[][][]': 1 ",3,1.584962501,3
3,2,0,8,23,['[]' '[][][]' '[[][][][][]]']," '[]': 1, '[][][]': 1, '[[][][][][]]': 1 ",3,1.584962501,3
3,3,0,10,31,['[[][]]' '[[][]][]' '[][]']," '[[][]]': 1, '[[][]][]': 1, '[][]': 1 ",3,1.584962501,3
5,2,0,10,31,['[]' '[]' '[][]']," '[]': 2, '[][]': 1 ",3,0.918295834,1.889881575
0,3,0,4,17,['[][]' '[][]' '[][][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
0,3,0,4,25,['[][]' '[][]' '[][[][]]']," '[][]': 2, '[][[][]]': 1 ",3,0.918295834,1.889881575
0,3,0,5,18,['[]' '[[][]]' '[][][]']," '[]': 1, '[[][]]': 1, '[][][]': 1 ",3,1.584962501,3
0,3,0,5,31,['[[][][]]' '[][][]' '[][]']," '[[][][]]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
2,3,0,8,21,['[]' '[][][]' '[][]']," '[]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
0,3,0,7,34,['[[][]]' '[[][][]]' '[][]']," '[[][]]': 1, '[[][][]]': 1, '[][]': 1 ",3,1.584962501,3
5,2,0,9,30,['[[][][]]' '[[][]][]' '[][]']," '[[][][]]': 1, '[[][]][]': 1, '[][]': 1 ",3,1.584962501,3
0,3,0,9,25,['[][][]' '[][]' '[]']," '[][][]': 1, '[][]': 1, '[]': 1 ",3,1.584962501,3
0,3,0,10,28,['[][[][]]' '[][]' '[][][]']," '[][[][]]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
3,2,0,7,33,['[][][]' '[[][]]' '[[][]]']," '[[][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
2,3,0,6,31,['[][]' '[[][]][]' '[]']," '[][]': 1, '[[][]][]': 1, '[]': 1 ",3,1.584962501,3
2,3,0,6,30,['[]' '[]' '[][]']," '[]': 2, '[][]': 1 ",3,0.918295834,1.889881575
0,3,1,5,31,['[][][]' '[][]' '[[][][][]]']," '[][][]': 1, '[][]': 1, '[[][][][]]': 1 ",3,1.584962501,3
0,3,1,6,18,['[[][]]' '[[][]]' '[[][]][]']," '[[][]]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
1,2,0,4,21,['[[][][][]]' '[[][]]' '[][]']," '[[][][][]]': 1, '[[][]]': 1, '[][]': 1 ",3,1.584962501,3
1,2,1,4,19,['[]' '[][][]' '[[][]]']," '[]': 1, '[][][]': 1, '[[][]]': 1 ",3,1.584962501,3
4,1,0,8,25,['[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,2,1,9,26,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,2,1,4,16,['[][]' '[]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,3,1,5,26,['[][][]' '[][][]' '[[][]]']," '[][][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,1,0,7,32,['[][]' '[][][]' '[][][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
3,4,1,9,33,['[][]' '[]' '[[][][]]']," '[][]': 1, '[]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,4,1,9,33,['[[][]]' '[][]' '[[][]]']," '[[][]]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,3,1,7,34,['[][]' '[[][][]]' '[][][]']," '[][]': 1, '[[][][]]': 1, '[][][]': 1 ",3,1.584962501,3
1,4,0,9,32,['[]' '[][][][]' '[[][]]']," '[]': 1, '[][][][]': 1, '[[][]]': 1 ",3,1.584962501,3
4,1,0,8,27,['[][][]' '[][][]' '[[][]]']," '[][][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,4,0,6,21,['[][][]' '[][]' '[]']," '[][][]': 1, '[][]': 1, '[]': 1 ",3,1.584962501,3
1,4,1,9,32,['[][]' '[][][]' '[][][][]']," '[][]': 1, '[][][]': 1, '[][][][]': 1 ",3,1.584962501,3
1,3,0,6,34,['[][]' '[[][[][]][]]' '[][][]']," '[][]': 1, '[[][[][]][]]': 1, '[][][]': 1 ",3,1.584962501,3
4,1,0,11,31,['[[][]]' '[][][]' '[[][]]']," '[[][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
3,4,1,8,28,['[][[][][]]' '[[][]][]' '[[][]]']," '[][[][][]]': 1, '[[][]][]': 1, '[[][]]': 1 ",3,1.584962501,3
3,1,0,6,23,['[[][]]' '[[][]][]' '[][]']," '[[][]]': 1, '[[][]][]': 1, '[][]': 1 ",3,1.584962501,3
1,3,0,6,33,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
3,2,1,8,34,['[][]' '[][]' '[[][]][]']," '[][]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
3,1,0,6,24,['[[][]]' '[]' '[[][][]]']," '[[][]]': 1, '[]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,4,1,9,28,['[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,4,1,6,21,['[][]' '[[][]][]' '[[][][]]']," '[][]': 1, '[[][]][]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,2,1,8,35,['[][]' '[][][][]' '[[][][]]']," '[][]': 1, '[][][][]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,3,0,6,18,['[[][]][]' '[][]' '[[][][]]']," '[[][]][]': 1, '[][]': 1, '[[][][]]': 1 ",3,1.584962501,3
2,1,0,6,18,['[[][]]' '[[][]][]' '[[][]][]']," '[[][]][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,3,1,8,22,['[][]' '[][]' '[]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,3,1,5,19,['[][][]' '[][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
3,3,0,7,21,['[][]' '[][]' '[[][][]]']," '[][]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
1,4,0,6,33,['[][][]' '[]' '[][]']," '[][][]': 1, '[]': 1, '[][]': 1 ",3,1.584962501,3
3,4,0,9,29,['[][]' '[][[][]]' '[][][]']," '[][]': 1, '[][[][]]': 1, '[][][]': 1 ",3,1.584962501,3
3,2,1,10,28,['[[][][]]' '[][]' '[[][]][]']," '[[][][]]': 1, '[][]': 1, '[[][]][]': 1 ",3,1.584962501,3
4,2,0,10,29,['[][][]' '[]' '[][[][]]']," '[][][]': 1, '[]': 1, '[][[][]]': 1 ",3,1.584962501,3
1,3,0,9,35,['[][][]' '[[][]]' '[]']," '[][][]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
3,2,1,10,31,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
4,2,0,7,26,['[[][][]]' '[]' '[[][]]']," '[[][][]]': 1, '[]': 1, '[[][]]': 1 ",3,1.584962501,3
1,2,1,4,23,['[[][][]]' '[[][]]' '[]']," '[[][][]]': 1, '[[][]]': 1, '[]': 1 ",3,1.584962501,3
1,4,0,7,33,['[[][]]' '[][]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
3,4,0,9,31,['[][[][][]]' '[[][]][]' '[[][]]']," '[][[][][]]': 1, '[[][]][]': 1, '[[][]]': 1 ",3,1.584962501,3
3,4,1,8,29,['[]' '[][]' '[][][]']," '[]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
1,2,1,4,22,['[][]' '[[][]]' '[][[][]]']," '[][]': 1, '[[][]]': 1, '[][[][]]': 1 ",3,1.584962501,3
3,4,1,8,30,['[[][]]' '[[][]]' '[][][]']," '[[][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
1,3,0,7,21,['[][]' '[][][]' '[][][]']," '[][][]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,3,0,10,31,['[][][]' '[]' '[[][]][]']," '[][][]': 1, '[]': 1, '[[][]][]': 1 ",3,1.584962501,3
3,2,1,8,24,['[[][]][][]' '[[][][]]' '[]']," '[[][]][][]': 1, '[[][][]]': 1, '[]': 1 ",3,1.584962501,3
1,3,0,10,33,['[[][]][[][]]' '[][]' '[][[][]]']," '[[][]][[][]]': 1, '[][]': 1, '[][[][]]': 1 ",3,1.584962501,3
3,1,0,7,29,['[][][]' '[[][][][][]]' '[[][][]][][]']," '[][][]': 1, '[[][][][][]]': 1, '[[][][]][][]': 1 ",3,1.584962501,3
1,4,0,8,32,['[][][]' '[][[][][][]]' '[][]']," '[][][]': 1, '[][[][][][]]': 1, '[][]': 1 ",3,1.584962501,3
4,2,0,9,36,['[[][]]' '[[][]][]' '[][][]']," '[[][]]': 1, '[[][]][]': 1, '[][][]': 1 ",3,1.584962501,3
1,4,0,8,33,['[][]' '[[][]]' '[][][]']," '[][]': 1, '[[][]]': 1, '[][][]': 1 ",3,1.584962501,3
4,1,0,8,31,['[[][][]]' '[]' '[][]']," '[[][][]]': 1, '[]': 1, '[][]': 1 ",3,1.584962501,3
4,2,0,9,35,['[]' '[[][][]]' '[]']," '[]': 2, '[[][][]]': 1 ",3,0.918295834,1.889881575
4,1,0,8,35,['[][]' '[][[][]]' '[[][]]']," '[][]': 1, '[][[][]]': 1, '[[][]]': 1 ",3,1.584962501,3
2,1,0,6,20,['[][]' '[[][]][]' '[[][]]']," '[][]': 1, '[[][]][]': 1, '[[][]]': 1 ",3,1.584962501,3
1,3,0,9,23,['[[][]][]' '[][]' '[][]']," '[][]': 2, '[[][]][]': 1 ",3,0.918295834,1.889881575
1,2,1,10,32,['[][][]' '[]' '[][][]']," '[][][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,2,0,9,35,['[[][]][]' '[][][]' '[][]']," '[[][]][]': 1, '[][][]': 1, '[][]': 1 ",3,1.584962501,3
1,3,1,10,31,['[]' '[][]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,3,2,8,28,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
1,3,1,10,30,['[][][]' '[][][]' '[]']," '[][][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,2,0,6,34,['[][][]' '[][]' '[[][]]']," '[][][]': 1, '[][]': 1, '[[][]]': 1 ",3,1.584962501,3
1,4,1,6,32,['[[][]]' '[][]' '[][][]']," '[[][]]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
4,1,0,10,30,['[]' '[[][]]' '[[][][]]']," '[]': 1, '[[][]]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,3,0,4,16,['[][]' '[][]' '[[][]]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,2,0,6,35,['[][]' '[[][]]' '[[][][]]']," '[][]': 1, '[[][]]': 1, '[[][][]]': 1 ",3,1.584962501,3
4,2,0,12,31,['[]' '[]' '[]'], '[]': 3 ,3,0,1
4,2,0,9,25,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
1,3,2,8,31,['[]' '[[][]]' '[]']," '[]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
4,2,0,12,32,['[]' '[][]' '[][][]']," '[]': 1, '[][]': 1, '[][][]': 1 ",3,1.584962501,3
1,3,1,10,34,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
1,3,0,5,29,['[]' '[][]' '[]']," '[]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,2,0,4,28,['[][][]' '[][]' '[[][]]']," '[][][]': 1, '[][]': 1, '[[][]]': 1 ",3,1.584962501,3
4,2,0,9,26,['[][[][]]' '[[][]]' '[[][][]]']," '[][[][]]': 1, '[[][]]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,3,1,9,35,['[][]' '[]' '[][[][]]']," '[][]': 1, '[]': 1, '[][[][]]': 1 ",3,1.584962501,3
4,2,0,8,32,['[][]' '[]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
1,3,2,7,27,['[]' '[][]' '[][]']," '[][]': 2, '[]': 1 ",3,0.918295834,1.889881575
4,2,0,11,31,['[][]' '[[][]]' '[][][]']," '[][]': 1, '[[][]]': 1, '[][][]': 1 ",3,1.584962501,3
1,2,0,10,26,['[][]' '[][]' '[][]'], '[][]': 3 ,3,0,1
1,2,0,4,27,['[][][]' '[][]' '[[][]]']," '[][][]': 1, '[][]': 1, '[[][]]': 1 ",3,1.584962501,3
1,3,2,7,30,['[][]' '[[][]]' '[][]']," '[][]': 2, '[[][]]': 1 ",3,0.918295834,1.889881575
2,1,0,7,34,['[][]' '[][][]' '[][]']," '[][]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
1,3,0,5,27,['[][][]' '[[][]]' '[[][]]']," '[[][]]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
1,3,0,4,21,['[][]' '[[][][]]' '[[][][]]']," '[[][][]]': 2, '[][]': 1 ",3,0.918295834,1.889881575
1,2,1,8,36,['[][]' '[][][]' '[[][][]]']," '[][]': 1, '[][][]': 1, '[[][][]]': 1 ",3,1.584962501,3
1,2,0,10,34,['[]' '[]' '[][][]']," '[]': 2, '[][][]': 1 ",3,0.918295834,1.889881575
1,3,0,8,35,['[]' '[]'], '[]': 2 ,2,0,1
4,2,0,8,28,['[][]' '[]']," '[][]': 1, '[]': 1 ",2,1,2
3,3,0,11,31,['[]' '[[][]]']," '[]': 1, '[[][]]': 1 ",2,1,2
1,3,0,4,24,['[][[][][]]' '[]']," '[][[][][]]': 1, '[]': 1 ",2,1,2
2,3,0,10,27,['[]' '[][]']," '[]': 1, '[][]': 1 ",2,1,2
5,2,0,10,34,['[][]' '[][][]']," '[][]': 1, '[][][]': 1 ",2,1,2
5,2,0,11,30,['[][][]' '[][][]'], '[][][]': 2 ,2,0,1
2,4,1,7,26,['[][][][]' '[][][]']," '[][][][]': 1, '[][][]': 1 ",2,1,2
